contents_id	title	description	category_list	url	image	icon-img	blank	priority	tag1	tag2	tag3
11001	【500スマイルプレゼント】会員さまアンケートを実施します！【アンケートは終了いたしました】	みなさまの声を取り入れ、ブランシエラクラブをより良いものにしていくために、会員さまにアンケートを実施させていただきます。【アンケートは終了いたしました】	enq	/enquete/article/enq-vol01.php	/thm/enq-vol01.png	end			アンケート	NULL	NULL
11002	【100スマイルプレゼント】第2回会員さまアンケートを実施します！	みなさまの声を取り入れ、ブランシエラクラブをより良いものにしていくために、会員さまにアンケートを実施させていただきます。	enq	/enquete/article/enq-vol02.php	/thm/enq-vol02.png	end		20	アンケート	NULL	NULL
11003	第1回会員さまアンケート レポート	アンケートにご回答いただいたみなさま、誠にありがとうございました。たくさんの方にご回答いただいたアンケートの結果と今後の方針をご案内させていただきます。	enq	/enquete/article/enq-vol01-report.php	/thm/enq-vol01-report.png			19	アンケート	レポート	NULL
11004	第2回会員さまアンケート レポート	アンケートにご回答いただいたみなさま、誠にありがとうございました。たくさんの方にご回答いただいたアンケートの結果と今後の方針をご案内させていただきます。	enq	/enquete/article/enq-vol02-report.php	/thm/enq-vol02-report.png	new		21	アンケート	レポート	NULL
11005	【100スマイルプレゼント】第3回会員さまアンケートを実施します！	みなさまの声を取り入れ、ブランシエラクラブをより良いものにしていくために、会員さまにアンケートを実施させていただきます。	enq	/enquete/article/enq-vol03.php	/thm/enq-vol02.png	end		22	アンケート	NULL	NULL
12001	第1話　片付けられない私に救世主アラワル！？	旦那さんとかわいい娘に囲まれて平和に暮らす、主婦のサクラ。実は、夫婦そろって片付けが苦手。モノが散らかっているこの家族を救ってくれたのは、身近なあの人だった！	comic	/magazine/article/comic-tidy01.php	/thm/comic01-01.png				コラム	暮らしのサービス	マンガ
12002	第2話　“いつか”なんて、やってこない！	片付けが苦手なサクラを救ってくれたのは、片付け上手のお母さん！いつか・いつか…と使う予定のないものを溜め込むサクラにお母さんが決めたルールとは？	comic	/magazine/article/comic-tidy02.php	/thm/comic01-02.png				コラム	暮らしのサービス	マンガ
12003	第3話　上手なサヨナラの方法	部屋に散らばるモノを整理できたけれど、思い出の品やブランド品を手放すとなるとちょっと気が引けるサクラ。潔く手放すことができるのか！？	comic	/magazine/article/comic-tidy03.php	/thm/comic01-03.png				コラム	暮らしのサービス	マンガ
12004	第4話　キッチン大革命	家事に育児に忙しく、なかなか食器を片付けができないサクラ。食器棚・シンク下・コンロ下など、収納場所に合わせて使いやすくしたいのだけど…。	comic	/magazine/article/comic-tidy04.php	/thm/comic01-04.png				コラム	暮らしのサービス	マンガ
12005	第5話　いざ、衣類の山へ！　	昔からの洋服や、普段は来ていない洋服など…洋服が家にあふれているサクラ。本当に必要な洋服っていったいどれくらいなんだろう？	comic	/magazine/article/comic-tidy05.php	/thm/comic01-05.png				コラム	暮らしのサービス	マンガ
12006	第6話　ラクラクシカク	いろんなカタチの洋服。どうやったら同じ大きさのケースに収納できるのかがわからない！たたむのが苦手なサクラは、きちんと洋服を収納できるのでしょうか？	comic	/magazine/article/comic-tidy06.php	/thm/comic01-06.png				コラム	暮らしのサービス	マンガ
12007	第7話　買い物上手？	特売やSALEの文字をも見ると、ついつい買いすぎてしまうストック品だけど、適量の考え方はとってもシンプルだった！	comic	/magazine/article/comic-tidy07.php	/thm/comic01-07.png				コラム	暮らしのサービス	マンガ
12008	第8話　お姫さまには逆らえない	コロコロ興味が変わる子どものおもちゃが、どんどん溢れて収拾つかなくなってきちゃった！？子ども納得のおもちゃの収納方法とは？	comic	/magazine/article/comic-tidy08.php	/thm/comic01-08.png				コラム	暮らしのサービス	マンガ
12009	第9話　パパの夢のお城	趣味は大事にしてほしいけれど、部屋中に趣味のモノが散乱するのは、ちょっと困る！マンガやゲーム、スポーツにアウトドア…趣味のモノってどこに置けばいいの？	comic	/magazine/article/comic-tidy09.php	/thm/comic01-09.png				コラム	暮らしのサービス	マンガ
12010	第10話　紙より団子？	毎日増えるレシートやクーポン、DMから家電製品の保証書など…いろんな書類の収納場所がわからない！簡単にできる家庭の書類の分類と収納方法って？	comic	/magazine/article/comic-tidy10.php	/thm/comic01-10.png				コラム	暮らしのサービス	マンガ
12011	第11話　かくれんぼの行方	扇風機や暖房器具など場所を取る季節家電が見当たらない？あんな大きなものが見つからないサクラの収納術を徹底改造する方法とは？	comic	/magazine/article/comic-tidy11.php	/thm/comic01-11.png				コラム	暮らしのサービス	マンガ
12012	第12話　リバウンドはダイエットだけじゃない！？	かなり部屋が片付いてきたサクラだけど、ちょっと気を抜くと、またいつものようにモノが溜まっている状態に！このままじゃ、また散らかったあの頃にリバウンドしちゃうかも！？	comic	/magazine/article/comic-tidy12.php	/thm/comic01-12.png				コラム	暮らしのサービス	マンガ
12013	第13話　魅惑のポイポイ	ついやってしまいがちなクセが、散らかる原因を作っているのかも…。サクラとショウのクセは、家に帰ってからのポイポイだった！？	comic	/magazine/article/comic-tidy13.php	/thm/comic01-13.png				コラム	暮らしのサービス	マンガ
12014	第14話　カリスマ主婦だって、夢じゃない！？	どこに何があるか把握できるようになってきたけれど、雑誌でよく見るような整頓された収納とは何だかちょっと違う感じ…。もう片付いているのに、何が違うのかな！？	comic	/magazine/article/comic-tidy14.php	/thm/comic01-14.png				コラム	暮らしのサービス	マンガ
12015	第15話　お母さんの失敗	いつの間にか増えているモノに気づいたサクラとお母さん。モノが増えているのには理由があるのだけど…まさかの原因がお母さんだった！？ 	comic	/magazine/article/comic-tidy15.php	/thm/comic01-15.png				コラム	暮らしのサービス	マンガ
12016	第16話　みんながいれば、大丈夫！	部屋もスッカリ片付いて、収納レッスンも卒業…！ってところなのに、なんだか浮かない顔のサクラ。また、あの散らかった部屋に戻ってしまったら…そんなサクラ一家へ、お母さんからの最後のレッスンとは？	comic	/magazine/article/comic-tidy16.php	/thm/comic01-16.png	new			コラム	暮らしのサービス	マンガ
13001	酸性・弱アルカリ性・中性、洗剤の種類と違いとは？	ダミーテキスト。野々山さんに確認中。	knowhow	/magazine/article/knowhow-m01.php	/thm/knowhow-m01.png	new		-1	コラム	暮らしのサービス	NULL
